emg_rms,emg_var,emg_mean,acc_mean,acc_std,acc_max,label
4.449765510836051e-05,2.2577165362252037e-09,4.73860833744823e-07,9.868422506163288,0.031663463123632565,9.887585281972724,0
5.279041292200138e-05,2.5052576424032636e-09,-5.808781340235149e-07,9.773741509641093,0.03857239668491717,9.80759171622529,0
7.68268255483193e-05,6.6034412250381315e-09,-5.020879361715532e-07,10.167226576701045,0.12618351534226993,10.94609428741416,1
0.00013366851826424452,6.110922589709866e-09,-2.3019871548446053e-06,10.275139603669134,0.16996806550405977,10.412491875062017,1
0.00017337577903545014,4.898902243650166e-09,2.2604563877940736e-06,10.274623782945882,0.18067635247177224,10.152368927422476,1
0.00011204642658232071,7.091992264357672e-09,5.556626083104881e-06,10.438727944856463,0.21093191580269313,10.764528311684582,1
0.00017237578625476293,4.163416760682447e-09,1.1289284771102714e-06,10.205100133616268,0.22365966247300118,10.697757179528695,1
4.539361229040213e-05,2.528561113109458e-09,3.436182895684614e-07,9.711847992231863,0.0564816793878959,9.861491771958368,0
4.956463197526502e-05,1.8623495448768037e-09,-1.5630667945865129e-06,9.76021845039315,0.06861168801542204,9.967776740967334,0
4.792834109895426e-05,1.68826130250752e-09,-1.5081532895474826e-06,9.854982348789243,0.0464453575745869,9.85896166913137,0
0.00017850016186521538,7.726516468575364e-09,9.157701540000303e-07,9.863142524326824,0.2163422611985007,10.475664313752393,1
5.361395605508414e-05,2.7690182832329848e-09,-3.5826039109951536e-08,9.8782321827907,-0.0023949020817948877,9.982190250437522,0
0.00010857848927183242,5.7191937084732464e-09,-1.1963452732333831e-07,10.39223475328367,0.2897140421504293,10.674206862519007,1
4.465583546326495e-05,1.2524730645928322e-09,-7.8925832869792e-07,9.837185564188562,0.04575677156576747,9.857313120596029,0
0.00015879177736936715,6.896630383710946e-09,-1.220644034694669e-06,10.136766820638044,0.12587878765705435,10.431345745128295,1
0.0001529123264804412,6.968644990532889e-09,-1.4041061877547046e-06,10.134467570680446,0.1803945923433921,10.060945515560364,1
0.00010951830080300972,4.98092721463193e-09,2.5402447874359655e-07,9.950111255440014,0.29725578072433934,10.453999062745158,1
0.00016358808979600526,5.833939091648935e-09,4.2987766018951e-07,9.795537013360851,0.1528471595766369,10.921187621597788,1
4.153982983544294e-05,1.5887553156099689e-09,1.0867270230392737e-06,9.850249344035133,0.041164679535479747,9.891583491481883,0
0.00014422917105656632,6.301547342333613e-09,-6.942353941048661e-08,9.966264392476093,0.25714114072575106,10.725579909806033,1
5.727833114165867e-05,1.6904653198225202e-09,3.561598303893801e-07,9.798905956283063,0.07436100875513021,9.861054197569652,0
0.00013519702553390018,6.923162608341953e-09,3.413209907356924e-06,10.374717883127076,0.20045721728700688,10.390338210950237,1
4.279702007141187e-05,1.8650331154621545e-09,-1.4346222963068933e-07,9.830850188785757,0.07497881398279822,9.906564915811122,0
4.216746707663763e-05,1.8389692418971623e-09,8.135172173696698e-07,9.738456784178302,0.05454919869208259,10.030714275428243,0
0.00015188473799199545,6.501596365346173e-09,-2.938907858407456e-07,10.236124594748043,0.24824052911642178,10.180550654141099,1
0.00016852922536533433,7.2170707969801104e-09,4.5257653899774963e-07,10.369480286515326,0.20874165059957359,10.134943532292228,1
0.0001545197713044984,5.984285060147553e-09,-2.66014813102957e-06,10.194942474885774,0.26715841061483897,10.279635705015743,1
5.8220601599944904e-05,2.948396491326974e-09,-2.453881160028705e-07,9.762313191782127,0.03220971140748954,9.818418971503457,0
0.00014965669657590814,6.4133540876236456e-09,-2.8179710893470063e-07,10.37443237187069,0.265017257399827,10.09694287077977,1
3.593594732818451e-05,1.9827351719525957e-09,-9.630156260661265e-07,9.848859000040655,0.05083960128940046,9.88627281829022,0
